Device Information
******************************
Device Type:    TZ-TempU03
Firmware Ver:   3.16
ID:             TZ1903050283
Start Delay:    5 min
Log Interval:   30 min
Description:    PUNTO 3 BODEGA ORTOMAX
Note:
All times shown are based on UTC-5:00 and 24-Hour clock[DD/MM/YY HH:MM:SS]

Logging Summary
******************************
First Point:   28/04/21 18:49:09
Stop Time:     19/05/21 11:49:09
Number of Points:   995
Trip Length:   20d 17h 00m 00s
Stop Mode:     USB Stop
Max:    28.2C(Temp)/70.6%RH(Humidity)
Min:    21.5C(Temp)/50.3%RH(Humidity)
Average:25.9C(Temp)/63.1%RH(Humidity)
MKT:    26.1C

Marked Events
******************************
N/A

Alarm Condition	 ,Alarm Delay	 ,First Point Time	  ,Time of Violations 	,No.of Violations	  ,Status
******************************,******************************,******************************,******************************
Over 30.0C,00d 00h 10m 00s,00/00/00 00:00:00,00d 00h 00m 00s,0,OK
Below 15.0C,00d 00h 10m 00s,00/00/00 00:00:00,00d 00h 00m 00s,0,OK
Over 70.0%RH,00d 00h 10m 00s, 02/05/21 09:49:09,00d 02h 30m 00s,6,Alarm
Below 0.0%RH,00d 00h 10m 00s,00/00/00 00:00:00,00d 00h 00m 00s,0,OK

Date,Time,Temperature(C),Humidity(%RH)
17/05/2021, 01:49:09, 27.1,63.1
17/05/2021, 02:19:09, 27.1,63.6
17/05/2021, 02:49:09, 27.1,63.9
17/05/2021, 03:19:09, 27.1,64.2
17/05/2021, 03:49:09, 27.0,64.5
17/05/2021, 04:19:09, 27.0,64.8
17/05/2021, 04:49:09, 27.0,65.0
17/05/2021, 05:19:09, 27.0,65.2
17/05/2021, 05:49:09, 27.0,65.4
17/05/2021, 06:19:09, 26.9,65.6
17/05/2021, 06:49:09, 26.9,65.7
17/05/2021, 07:19:09, 26.6,59.7
17/05/2021, 07:49:09, 26.8,63.3
17/05/2021, 08:19:09, 26.6,62.9
17/05/2021, 08:49:09, 25.7,59.8
17/05/2021, 09:19:09, 25.5,61.1
17/05/2021, 09:49:09, 25.0,59.3
17/05/2021, 10:19:09, 24.2,54.7
17/05/2021, 10:49:09, 24.0,53.7
17/05/2021, 11:19:09, 24.2,60.2
17/05/2021, 11:49:09, 24.4,60.5
17/05/2021, 12:19:09, 24.1,58.3
17/05/2021, 12:49:09, 24.5,63.6
17/05/2021, 13:19:09, 25.1,65.4
17/05/2021, 13:49:09, 24.9,61.6
17/05/2021, 14:19:09, 25.0,60.4
17/05/2021, 14:49:09, 24.7,61.3
17/05/2021, 15:19:09, 25.0,61.5
17/05/2021, 15:49:09, 25.2,61.7
17/05/2021, 16:19:09, 25.3,61.6
17/05/2021, 16:49:09, 25.2,60.8
17/05/2021, 17:19:09, 24.9,58.2
17/05/2021, 17:49:09, 24.9,57.0
17/05/2021, 18:19:09, 25.4,64.8
17/05/2021, 18:49:09, 26.0,65.5
17/05/2021, 19:19:09, 26.3,67.3
17/05/2021, 19:49:09, 26.5,67.7
17/05/2021, 20:19:09, 26.7,67.7
17/05/2021, 20:49:09, 26.6,67.6
17/05/2021, 21:19:09, 26.5,67.3
17/05/2021, 21:49:09, 26.5,67.1
17/05/2021, 22:19:09, 26.5,66.8
17/05/2021, 22:49:09, 26.5,66.5
17/05/2021, 23:19:09, 26.5,66.0
17/05/2021, 23:49:09, 26.5,66.0
18/05/2021, 00:19:09, 26.5,66.4
18/05/2021, 00:49:09, 26.5,66.5
18/05/2021, 01:19:09, 26.4,68.4
18/05/2021, 01:49:09, 26.5,67.9
18/05/2021, 02:19:09, 26.5,67.7
18/05/2021, 02:49:09, 26.4,67.7
18/05/2021, 03:19:09, 26.4,67.7
18/05/2021, 03:49:09, 26.4,67.8
18/05/2021, 04:19:09, 26.3,67.8
18/05/2021, 04:49:09, 26.3,67.8
18/05/2021, 05:19:09, 26.3,67.8
18/05/2021, 05:49:09, 26.3,67.9
18/05/2021, 06:19:09, 26.2,67.9
18/05/2021, 06:49:09, 25.9,67.9
18/05/2021, 07:19:09, 25.8,67.5
18/05/2021, 07:49:09, 25.9,66.6
18/05/2021, 08:19:09, 25.6,61.2
18/05/2021, 08:49:09, 24.5,55.0
18/05/2021, 09:19:09, 24.0,55.8
18/05/2021, 09:49:09, 23.7,56.4
18/05/2021, 10:19:09, 23.4,58.7
18/05/2021, 10:49:09, 23.2,57.3
18/05/2021, 11:19:09, 23.4,59.9
18/05/2021, 11:49:09, 23.2,59.3
18/05/2021, 12:19:09, 23.8,62.9
18/05/2021, 12:49:09, 24.2,63.8
18/05/2021, 13:19:09, 24.4,64.5
18/05/2021, 13:49:09, 24.6,65.0
18/05/2021, 14:19:09, 24.3,62.6
18/05/2021, 14:49:09, 23.5,59.9
18/05/2021, 15:19:09, 23.4,58.3
18/05/2021, 15:49:09, 23.1,56.9
18/05/2021, 16:19:09, 23.0,60.1
18/05/2021, 16:49:09, 22.8,55.9
18/05/2021, 17:19:09, 22.6,55.9
18/05/2021, 17:49:09, 22.0,58.1
18/05/2021, 18:19:09, 23.6,63.2
18/05/2021, 18:49:09, 24.4,64.3
18/05/2021, 19:19:09, 24.6,65.1
18/05/2021, 19:49:09, 24.4,65.4
18/05/2021, 20:19:09, 24.5,65.5
18/05/2021, 20:49:09, 24.8,64.6
18/05/2021, 21:19:09, 25.0,64.8
18/05/2021, 21:49:09, 24.9,65.4
18/05/2021, 22:19:09, 24.9,65.6
18/05/2021, 22:49:09, 24.4,64.0
18/05/2021, 23:19:09, 23.7,68.0
18/05/2021, 23:49:09, 24.5,67.7
19/05/2021, 00:19:09, 24.8,66.9
19/05/2021, 00:49:09, 25.0,66.5
19/05/2021, 01:19:09, 25.1,66.4
19/05/2021, 01:49:09, 25.1,66.3
19/05/2021, 02:19:09, 25.2,66.2
19/05/2021, 02:49:09, 25.2,66.2
19/05/2021, 03:19:09, 25.3,66.2
19/05/2021, 03:49:09, 25.3,66.3
19/05/2021, 04:19:09, 25.3,66.3
19/05/2021, 04:49:09, 25.3,66.4
19/05/2021, 05:19:09, 25.3,66.4
19/05/2021, 05:49:09, 25.3,66.5
19/05/2021, 06:19:09, 25.4,66.6
19/05/2021, 06:49:09, 25.3,66.5
19/05/2021, 07:19:09, 25.3,68.1
19/05/2021, 07:49:09, 25.3,68.6
19/05/2021, 08:19:09, 25.4,68.9
19/05/2021, 08:49:09, 24.3,62.8
19/05/2021, 09:19:09, 23.5,60.3
19/05/2021, 09:49:09, 22.9,58.6
19/05/2021, 10:19:09, 22.7,60.3
19/05/2021, 10:49:09, 22.6,60.3
19/05/2021, 11:19:09, 23.0,62.6
19/05/2021, 11:49:09, 21.5,55.1
